property_id,area_m2,bedrooms,bathrooms,floor,total_floors,build_year,neighborhood,property_type,condition,renovated,has_elevator,has_parking,has_balcony,energy_rating,school_rating,crime_rate,distance_to_center_km,monthly_income_area,listing_month,days_on_market,price_usd
HP101659,79.7,0,1.0,19,28,2023,Downtown,townhouse,,no,yes,no,yes,,7.5,3.9,2.9,3111.0,Apr,60,624470
HP101793,112.3,3,1.4,25,30,2004,Riverside,apartment,good,no,yes,yes,yes,D,7.8,1.7,6.2,3279.0,May,50,664918
HP101696,69.5,1,1.5,24,27,1999,Suburb,house,fair,yes,no,yes,yes,B,7.2,3.4,12.3,1993.0,Oct,45,475980
HP100319,95.3,0,1.0,22,30,2009,Market,apartment,good,no,yes,no,yes,C,5.9,2.2,3.9,1739.0,Dec,57,435395
HP101444,66.5,2,2.5,1,6,1989,Suburb,apartment,,no,no,no,yes,C,6.5,0.6,10.0,3021.0,Feb,51,382642
HP100208,82.4,2,2.7,17,28,1991,Suburb,apartment,excellent,no,no,yes,yes,B,7.7,2.9,11.4,3673.0,Mar,43,590107
HP101442,107.9,4,3.1,10,21,1985,Suburb,studio,excellent,no,yes,yes,yes,D,6.3,2.8,13.0,2265.0,Nov,56,537217
HP100248,83.5,1,1.2,1,12,1968,Old Town,apartment,new,yes,yes,yes,yes,D,,5.5,2.9,2235.0,Aug,94,490351
HP100562,73.7,3,2.3,10,13,2011,Green Hills,house,excellent,no,yes,yes,yes,E,9.2,1.1,6.2,3771.0,Dec,52,679404
HP101248,135.4,4,3.3,23,27,1967,Green Hills,studio,excellent,no,no,yes,yes,D,9.0,0.5,7.9,4522.0,Apr,55,738322
HP101540,77.2,1,1.0,25,27,2019,Green Hills,apartment,good,no,yes,no,yes,D,9.4,0.5,7.0,4228.0,Mar,54,620698
HP101042,115.7,4,3.2,6,8,1991,Industrial,apartment,fair,yes,yes,yes,yes,B,2.9,7.5,15.0,2147.0,Jun,59,438379
HP101006,81.3,2,1.6,25,26,2001,Market,apartment,fair,no,no,yes,yes,B,5.1,5.2,2.7,2160.0,Sep,45,444898
HP101604,91.4,3,1.7,12,25,1972,Suburb,townhouse,good,no,yes,yes,no,C,8.4,0.5,10.1,3535.0,Jan,46,560693
HP100372,77.5,2,1.8,23,23,2010,Old Town,house,excellent,no,no,yes,no,D,6.4,1.4,2.5,1481.0,Jun,59,486515
HP100451,57.6,3,2.7,9,22,1979,Green Hills,townhouse,good,no,yes,yes,yes,C,8.5,2.1,5.7,4214.0,Sep,25,680987
HP100038,121.8,3,3.6,12,22,2004,Suburb,townhouse,good,no,yes,no,yes,D,7.5,1.9,11.2,2716.0,May,71,642017
HP100144,86.1,2,1.9,19,24,1974,Business Bay,townhouse,fair,no,no,no,yes,A,8.0,3.0,2.9,4338.0,May,17,640257
HP101429,175.6,4,2.7,6,17,1969,Business Bay,house,good,no,yes,no,no,,7.5,0.6,2.9,3784.0,Dec,21,951332
HP101667,260.0,5,2.2,12,17,1991,Suburb,apartment,good,no,no,no,no,C,7.2,0.7,10.0,2947.0,Jul,27,961570
HP100076,169.8,3,3.2,6,15,2007,Old Town,apartment,good,no,no,no,no,C,4.2,4.9,1.1,1441.0,Sep,46,608257
HP100115,134.6,3,3.2,19,28,2008,Green Hills,apartment,fair,no,yes,yes,no,E,9.8,0.5,7.1,4671.0,Mar,4,738942
HP100736,102.9,1,2.5,4,12,1996,Suburb,townhouse,new,no,yes,no,yes,E,7.3,1.5,11.6,2953.0,Apr,58,656815
HP101720,61.2,2,2.0,13,24,2003,Downtown,house,good,no,yes,yes,yes,D,7.3,,1.6,3387.0,Jan,86,670388
HP100341,86.0,2,1.6,24,34,2006,Market,apartment,good,yes,yes,no,no,A,5.8,3.9,7.4,2015.0,Apr,70,481315
HP100301,91.8,2,1.4,2,12,1996,Suburb,apartment,fair,no,no,yes,yes,C,7.5,4.2,12.6,2885.0,Apr,47,506795
HP100651,58.0,1,1.0,21,29,1979,Green Hills,house,new,no,yes,no,no,D,9.0,2.9,7.1,3898.0,Dec,87,530605
HP101469,100.4,2,2.6,13,23,1990,Suburb,apartment,good,no,yes,no,no,D,7.4,0.5,10.5,2480.0,Oct,82,495884
HP100943,92.8,1,2.1,19,28,1974,Business Bay,townhouse,good,no,yes,no,no,E,,0.5,2.6,4127.0,Feb,56,584333
HP101665,83.1,2,2.2,9,16,2000,Green Hills,townhouse,excellent,no,yes,yes,no,B,9.8,0.5,6.1,3519.0,May,70,779624
HP101629,89.4,3,1.3,6,15,1990,Business Bay,townhouse,fair,no,no,no,yes,B,7.5,2.8,1.6,4712.0,Nov,78,650390
HP100214,64.7,1,1.3,20,24,1972,Riverside,apartment,excellent,no,yes,no,yes,D,8.2,2.2,4.9,3618.0,Feb,82,446396
HP101690,49.0,0,1.0,22,31,1992,Airport,house,fair,yes,yes,no,yes,A,5.7,4.3,10.4,1388.0,Jun,54,351915
HP100338,88.7,2,1.7,20,25,1983,Downtown,townhouse,fair,no,yes,no,yes,C,7.3,2.4,1.5,2891.0,Apr,61,634726
HP100478,107.6,2,1.9,10,11,2015,Industrial,townhouse,good,no,yes,yes,yes,C,4.3,5.6,14.4,1920.0,Dec,61,432854
HP101087,105.8,1,1.0,7,15,1989,Airport,studio,fair,no,yes,no,yes,B,4.7,3.8,12.3,1260.0,Jan,38,293737
HP101096,72.9,1,1.6,14,22,1988,Suburb,studio,fair,no,yes,no,no,C,6.8,0.5,8.9,2680.0,May,45,415184
HP101179,98.2,1,1.0,7,11,2025,Suburb,townhouse,good,no,no,no,no,D,,2.8,11.5,3313.0,Jul,42,464179
HP100972,100.7,2,2.2,11,12,1976,Downtown,studio,good,no,yes,yes,yes,C,7.6,3.2,1.0,3739.0,Dec,20,562651
HP100968,87.6,2,1.8,6,12,1977,University,townhouse,good,no,yes,no,yes,B,5.7,5.1,3.9,2832.0,Mar,61,565879
HP101513,41.8,0,1.4,9,12,2023,Riverside,house,fair,no,no,yes,yes,D,7.9,1.7,5.3,3047.0,Apr,68,456856
HP100423,150.3,4,3.1,15,20,1994,Downtown,apartment,fair,no,yes,no,yes,C,8.2,1.5,2.9,3436.0,Feb,47,807408
HP100872,46.1,2,1.8,12,20,1973,Market,apartment,good,no,yes,yes,yes,C,4.9,4.4,4.3,1410.0,Jul,71,320156
HP101259,112.4,3,3.1,19,29,1977,Market,apartment,good,no,no,no,yes,C,5.4,6.3,5.6,3025.0,Sep,90,479065
HP100960,94.4,3,2.5,4,17,1999,University,house,excellent,no,yes,no,yes,C,6.8,2.5,5.1,2328.0,Mar,49,727136
HP100308,75.6,1,1.4,6,10,2025,Suburb,apartment,good,no,yes,yes,yes,B,7.2,0.5,12.8,2719.0,Jul,49,483583
HP100784,72.4,1,1.0,23,28,2014,Market,apartment,fair,yes,yes,no,yes,C,6.2,3.6,3.5,2237.0,Jan,49,450961
HP101359,72.3,1,1.0,18,32,2003,Suburb,apartment,fair,no,yes,no,yes,D,7.1,4.9,8.8,3281.0,Dec,36,352683
HP100602,65.5,2,1.8,7,13,1977,Green Hills,townhouse,good,no,yes,no,yes,B,9.7,1.0,8.2,3916.0,Dec,25,447531
HP100116,66.8,1,1.0,4,11,2019,Airport,house,good,no,yes,no,no,D,4.0,6.7,14.6,1636.0,Apr,87,229090
HP101599,107.0,2,2.6,17,27,1992,Suburb,house,new,no,no,yes,no,B,6.2,2.7,10.4,3207.0,Mar,62,605168
HP101738,115.4,3,3.7,1,6,1985,University,apartment,excellent,no,no,no,yes,A,7.0,2.0,6.0,1967.0,Dec,49,739922
HP101525,62.6,1,2.3,23,25,2005,Suburb,townhouse,excellent,no,no,yes,yes,E,7.1,2.7,9.7,3068.0,Nov,59,491468
HP100763,59.5,0,1.1,19,28,1965,Suburb,house,good,no,yes,yes,yes,C,7.5,2.9,9.0,3639.0,Jun,65,440359
HP100171,100.7,2,2.8,4,8,2005,University,studio,excellent,yes,yes,no,no,B,7.3,1.8,3.3,2973.0,Sep,20,636387
HP100249,133.6,4,3.2,9,22,1987,Business Bay,apartment,good,yes,yes,yes,yes,A,7.7,2.7,4.3,4651.0,Aug,38,900632
HP100978,96.8,1,1.0,4,14,2004,University,apartment,fair,no,yes,yes,no,,6.1,2.6,2.9,1866.0,Oct,63,522085
HP100921,116.8,2,1.1,14,15,2008,Green Hills,townhouse,good,yes,no,yes,no,C,7.9,1.3,8.5,4559.0,Sep,42,748405
HP101780,64.6,0,1.1,14,23,1978,Suburb,townhouse,new,yes,yes,no,no,A,7.9,1.4,10.5,2978.0,Oct,44,590854
HP100678,139.1,3,3.3,25,38,2017,Suburb,apartment,poor,no,yes,no,yes,D,7.4,1.7,10.9,3083.0,Dec,45,639033
HP100481,78.0,2,1.3,21,25,2018,Suburb,apartment,good,no,yes,yes,no,A,7.7,1.1,9.9,2780.0,Apr,49,485887
HP100954,95.9,3,3.5,21,33,2022,Market,studio,excellent,no,yes,yes,yes,B,4.6,5.0,2.3,2647.0,Apr,54,407281
HP101167,67.6,3,2.4,21,24,1981,University,apartment,excellent,no,yes,yes,no,B,5.9,5.0,4.4,2602.0,Feb,98,488449
HP101030,30.8,1,1.2,22,34,2000,University,apartment,fair,no,no,no,yes,C,6.4,2.9,3.9,2513.0,Jul,46,354118
HP101240,91.3,3,1.2,25,32,2004,Green Hills,apartment,excellent,yes,yes,no,no,A,8.8,0.6,9.4,3567.0,Mar,73,653434
HP101307,68.5,2,2.6,5,12,1995,Industrial,house,fair,no,yes,yes,yes,C,4.7,3.4,15.0,2140.0,Jan,31,312800
HP100153,90.2,3,2.8,9,21,2024,University,studio,good,no,yes,no,no,B,6.9,2.9,7.3,2643.0,Jul,68,557870
HP101103,107.2,2,2.2,11,14,2013,Green Hills,studio,good,no,yes,yes,yes,B,7.9,3.2,6.0,3734.0,Sep,29,582339
HP100570,62.7,2,2.0,2,11,2009,Old Town,house,good,no,yes,yes,yes,B,4.9,6.0,2.8,1746.0,Oct,108,466037
HP101470,99.3,1,1.6,8,13,1968,Market,studio,fair,no,no,no,no,C,6.0,1.9,2.9,1702.0,Jan,55,310678
HP100546,66.8,1,1.0,5,17,2019,Business Bay,townhouse,poor,no,yes,no,yes,,9.2,0.5,4.2,4144.0,May,25,658625
HP100128,77.2,3,1.9,3,14,2012,Downtown,apartment,excellent,no,yes,no,no,C,6.2,4.6,0.8,3719.0,Feb,40,607942
HP101275,26.3,2,1.5,12,15,1974,Old Town,studio,good,yes,yes,yes,no,B,5.7,2.1,3.1,2196.0,Jul,41,298315
HP101572,49.6,1,1.0,6,6,2002,University,townhouse,fair,no,no,yes,yes,B,6.2,3.2,5.9,2906.0,Aug,55,470692
HP101428,80.5,2,2.8,21,34,1995,Airport,house,poor,no,yes,no,no,,5.0,5.3,11.5,1617.0,Oct,61,354015
HP100711,179.7,4,3.1,25,25,1995,Riverside,apartment,excellent,no,yes,yes,yes,D,7.7,1.3,5.1,4087.0,Apr,38,920093
HP100896,113.7,4,3.3,3,16,2014,Suburb,townhouse,new,no,yes,no,no,C,6.4,3.8,11.8,3157.0,Mar,35,637607
HP100040,79.0,0,,7,11,2002,Business Bay,apartment,excellent,no,yes,no,yes,D,8.2,3.1,3.6,4507.0,Jan,50,557813
HP101531,57.5,0,1.0,1,8,1977,Suburb,apartment,good,no,yes,no,no,C,6.4,4.3,12.0,3543.0,May,49,302438
HP101522,45.7,2,2.1,20,21,1983,Green Hills,house,excellent,no,yes,no,no,C,10.0,0.8,4.8,3857.0,Jul,44,600328
HP100519,91.1,1,1.2,23,36,2022,Green Hills,studio,fair,no,yes,no,yes,C,8.5,,7.0,4039.0,Jun,37,587322
HP100295,76.3,1,1.0,16,19,2023,Green Hills,apartment,fair,no,no,no,yes,D,9.1,1.9,5.8,3406.0,Mar,3,495782
HP100447,72.0,3,2.3,20,31,1973,Industrial,house,excellent,no,no,yes,yes,B,3.2,5.1,15.9,2160.0,Sep,92,439979
HP101689,78.3,2,2.9,3,5,1995,Business Bay,house,good,no,no,yes,no,D,7.9,2.4,2.7,3392.0,Sep,29,604392
HP101523,55.9,1,1.0,1,1,2001,Airport,townhouse,excellent,yes,yes,yes,yes,B,5.2,5.0,11.8,2108.0,Dec,70,422220
HP100942,68.8,1,2.2,18,30,1992,Suburb,apartment,fair,no,yes,yes,yes,,7.4,3.6,8.5,2961.0,Dec,50,450698
HP101411,96.8,2,3.4,18,28,1978,Market,house,fair,no,yes,yes,yes,D,6.1,4.4,3.7,1561.0,May,60,467262
HP100914,83.9,2,2.2,25,37,1984,Market,townhouse,fair,no,yes,no,no,B,4.8,5.0,3.2,2030.0,Jul,83,411385
HP101340,49.1,1,1.7,4,4,1985,Downtown,apartment,good,no,yes,yes,no,C,7.4,2.3,2.8,3810.0,Feb,55,495890
HP100659,70.5,2,1.2,6,13,1978,Business Bay,house,fair,no,yes,yes,no,A,7.9,2.5,1.0,4121.0,Jul,67,631658
HP101153,63.5,3,2.9,7,18,2002,Suburb,studio,fair,no,yes,yes,yes,C,7.0,1.4,9.9,3046.0,Oct,36,455666
HP100653,103.7,4,3.2,17,28,1977,Suburb,townhouse,excellent,no,yes,yes,no,C,7.4,1.3,13.2,2553.0,Oct,48,701547
HP100645,51.7,0,1.0,9,21,1997,Green Hills,house,fair,no,yes,no,no,D,7.5,2.8,7.2,2986.0,May,19,409366
HP101160,99.0,2,1.3,15,29,1995,Downtown,townhouse,poor,no,no,yes,yes,E,7.6,0.9,0.2,3831.0,Aug,37,615056
HP100564,130.4,4,3.0,23,25,2024,Industrial,house,good,no,no,no,no,B,3.9,4.9,14.1,944.0,Feb,79,470764
HP100561,71.3,1,1.0,4,5,2004,Suburb,apartment,excellent,no,no,yes,no,C,6.4,3.8,9.8,2436.0,Sep,63,433110
HP100485,120.3,2,1.0,20,23,2013,Business Bay,apartment,fair,no,yes,yes,no,C,7.4,2.9,2.5,3519.0,Feb,79,707634
HP100195,110.4,3,,2,4,1979,Suburb,townhouse,good,no,yes,yes,yes,C,8.6,3.2,11.7,2200.0,Feb,41,570453
HP101440,88.3,2,1.7,13,17,1989,Suburb,studio,good,no,yes,yes,yes,B,7.7,3.1,11.6,2968.0,Jan,69,441948
HP101125,67.8,2,,4,12,2009,University,house,fair,no,yes,no,no,D,6.1,6.4,3.9,2156.0,Mar,40,382798
HP101298,91.5,4,3.6,11,12,2006,Riverside,apartment,fair,no,yes,no,yes,C,7.1,1.9,5.2,2787.0,Feb,24,620631
HP100806,48.5,2,1.4,10,14,2021,Riverside,house,good,no,yes,yes,yes,C,8.7,0.8,6.4,3509.0,Jun,50,517518
HP101322,135.1,4,3.8,10,20,2025,Downtown,apartment,good,no,yes,yes,no,C,7.4,1.5,2.9,3814.0,Apr,67,797017
HP100480,125.8,5,3.8,11,14,1967,Business Bay,apartment,excellent,yes,yes,no,yes,A,8.6,2.5,2.2,3713.0,Sep,71,884117
HP100386,48.0,2,1.6,4,10,2003,Riverside,townhouse,excellent,no,no,yes,yes,,9.5,1.8,7.1,2809.0,Feb,41,549267
HP100257,105.4,3,2.0,6,11,2010,Downtown,house,excellent,no,yes,yes,no,A,7.6,0.5,2.0,4155.0,Mar,67,844574
HP100793,34.7,0,1.0,13,16,2017,Downtown,apartment,excellent,no,yes,no,no,A,7.3,0.9,3.4,3409.0,Sep,39,550725
HP100712,66.4,2,2.6,4,17,2006,Airport,apartment,excellent,,no,yes,yes,D,5.2,3.3,13.1,1526.0,Jul,66,327431
HP101232,57.4,0,1.0,25,33,2008,Suburb,apartment,good,no,yes,no,no,E,7.3,4.2,10.5,2413.0,Feb,83,306739
HP100686,105.2,3,2.5,15,24,1984,Business Bay,townhouse,excellent,no,no,yes,yes,C,8.1,1.6,1.8,4261.0,Mar,68,835596
HP100583,78.8,2,2.3,14,28,1996,Business Bay,apartment,excellent,no,yes,yes,no,C,7.9,4.2,0.2,4488.0,Jun,50,704091
HP101412,151.2,5,3.7,24,38,2012,Green Hills,townhouse,fair,no,no,yes,yes,B,9.1,1.1,5.2,3288.0,Oct,35,955644
HP100824,39.5,2,1.8,6,20,2025,Green Hills,house,excellent,no,yes,no,yes,B,8.7,1.2,5.6,3665.0,May,53,583218
HP100851,80.0,0,1.0,16,27,1967,Suburb,apartment,fair,yes,yes,yes,yes,B,6.9,4.1,10.5,2835.0,May,109,465322
HP100033,106.3,3,2.8,17,26,1992,Old Town,apartment,new,no,yes,yes,yes,D,5.7,2.7,4.8,2307.0,Mar,34,590626
HP100080,72.8,2,1.6,11,15,1999,Industrial,house,excellent,no,yes,yes,no,,4.2,8.2,13.8,1820.0,Feb,78,387423
HP100771,66.1,2,1.1,7,8,1999,University,house,good,yes,yes,no,yes,C,6.6,5.1,6.9,3285.0,Jul,67,490219
HP101502,54.5,1,1.3,14,19,1980,Old Town,apartment,good,no,yes,no,yes,B,5.3,5.3,3.3,2695.0,Sep,57,354621
HP101355,91.7,3,2.2,6,8,1976,Downtown,apartment,fair,no,yes,yes,no,C,9.6,1.1,0.2,3752.0,Nov,39,617588
HP100443,62.5,0,1.0,18,18,1971,Suburb,apartment,excellent,no,yes,yes,yes,D,7.8,0.7,10.5,2959.0,Mar,57,494314
HP100065,186.9,4,3.4,11,25,2025,University,townhouse,good,yes,no,yes,yes,C,5.9,2.8,5.3,2455.0,Aug,32,869276
HP100725,62.0,1,1.0,23,25,1978,Downtown,apartment,good,,yes,yes,no,B,7.8,2.6,0.7,3759.0,Mar,39,591754
HP100547,67.4,2,1.4,17,20,2009,Downtown,townhouse,fair,yes,yes,no,yes,C,7.4,2.9,1.5,3529.0,Jul,83,664457
HP101466,44.7,0,1.0,3,12,2019,Business Bay,apartment,fair,no,yes,no,yes,C,8.1,3.2,1.6,4242.0,Apr,3,589013
HP100058,68.0,2,2.8,19,28,1970,Suburb,apartment,good,yes,no,yes,yes,D,8.2,2.1,10.2,2123.0,Dec,54,430225
HP101373,134.0,5,2.8,2,4,2012,Airport,studio,excellent,no,no,yes,no,D,5.2,3.7,12.2,1244.0,Jan,54,513190
HP100568,126.5,4,2.8,18,24,2015,Old Town,apartment,good,no,yes,no,yes,A,5.3,,2.8,2213.0,Feb,83,532487
HP101397,56.6,1,1.0,2,16,1983,Green Hills,apartment,good,no,yes,no,yes,C,9.8,0.5,8.1,4095.0,Jun,44,509146
HP100088,87.9,2,1.6,10,18,1980,Suburb,townhouse,excellent,yes,yes,yes,yes,C,6.6,2.1,13.5,3276.0,Jan,69,570834
HP100565,118.8,3,2.9,17,18,1972,Riverside,house,excellent,no,yes,yes,yes,B,8.4,4.9,7.0,3430.0,Jan,31,1257806
HP101676,97.0,2,2.5,15,25,1996,Riverside,townhouse,fair,yes,no,no,no,A,7.5,0.6,7.9,2901.0,May,70,631679
HP101177,64.6,2,2.0,13,18,1986,Old Town,house,good,no,yes,no,no,B,6.4,4.8,4.0,1138.0,Feb,38,419160
HP100903,143.5,3,2.1,3,5,2001,University,townhouse,new,yes,no,no,yes,C,8.3,0.5,5.2,2298.0,Jun,51,800406
HP100254,72.5,2,2.3,9,15,1989,Suburb,apartment,excellent,yes,yes,yes,no,E,7.9,1.7,10.1,2909.0,Dec,99,508546
HP100965,84.3,4,2.6,10,21,1976,University,studio,good,no,yes,no,no,A,6.7,4.8,8.4,3282.0,Feb,77,499150
HP100894,147.3,3,2.8,19,23,2016,Airport,townhouse,fair,no,yes,no,yes,C,5.3,6.9,13.7,2329.0,Jun,58,495923
HP100616,97.8,2,1.3,5,14,1976,Riverside,apartment,fair,yes,yes,yes,no,D,8.3,1.2,5.8,3399.0,Mar,26,536754
HP100017,97.9,4,2.9,18,32,1972,Downtown,house,good,yes,no,yes,yes,C,6.8,4.9,0.6,4233.0,Aug,69,775447
HP101674,89.2,2,1.0,16,22,1975,Airport,house,good,yes,yes,no,yes,A,5.2,4.4,13.1,2527.0,Mar,34,442602
HP100774,72.4,2,1.9,12,16,2018,Downtown,house,new,no,yes,no,yes,D,8.4,1.3,0.2,2637.0,Jan,32,693015
HPDUP004,77.5,2,1.8,23,23,2010,Old Town,house,excellent,no,no,yes,no,D,6.4,1.4,2.5,1481.0,Jun,59,486515
HP101159,141.4,3,2.4,19,24,1994,Airport,studio,new,no,yes,yes,yes,C,5.5,4.2,12.7,1977.0,Jul,75,596446
HP100099,118.8,2,1.0,13,21,1992,Market,apartment,good,no,yes,yes,yes,B,5.9,3.1,3.4,1841.0,Oct,69,572686
HP101719,78.2,1,1.0,21,28,2003,Green Hills,townhouse,new,no,no,yes,yes,C,8.8,2.2,7.5,4006.0,May,64,645678
HP100363,95.8,3,2.2,9,12,1991,Downtown,apartment,good,no,yes,yes,no,C,7.1,2.9,2.4,3010.0,Nov,47,573472
HP100722,83.1,1,1.4,4,14,2020,Downtown,apartment,good,no,yes,no,yes,B,6.7,3.6,0.4,3528.0,Jan,54,540034
HP100870,76.9,2,1.9,14,16,2002,Riverside,house,excellent,yes,no,yes,yes,B,8.0,1.3,5.7,3295.0,Jun,58,741566
HP100036,126.8,4,3.9,25,35,1982,Suburb,apartment,excellent,no,yes,no,yes,C,6.8,4.4,8.5,2664.0,Feb,60,661303
HP100096,68.7,1,1.4,25,35,1991,Old Town,house,excellent,no,yes,yes,yes,C,5.8,4.2,3.6,2663.0,Apr,26,488445
HP101533,126.1,4,3.0,23,37,1981,Riverside,apartment,fair,yes,no,no,yes,B,7.8,2.4,8.3,2887.0,Jan,41,792111
HP101020,60.5,2,1.3,17,20,1991,Green Hills,apartment,excellent,no,yes,yes,yes,E,9.6,0.5,7.0,3758.0,Apr,27,545613
HP100849,123.7,3,2.0,3,16,1990,Market,townhouse,fair,no,yes,no,no,A,6.8,2.2,3.3,2273.0,Aug,59,616833
HP100134,147.4,3,2.0,18,19,1990,Industrial,house,fair,no,no,no,yes,D,3.8,7.7,14.8,1682.0,Nov,113,450999
HP100862,71.6,0,1.1,5,18,1985,Airport,apartment,good,yes,yes,yes,yes,A,6.0,2.7,12.9,1356.0,Oct,86,409629
HP100947,67.7,1,1.6,14,19,2012,Green Hills,apartment,good,no,yes,yes,yes,A,10.0,1.0,8.9,3892.0,Mar,26,642746
HP100637,62.3,2,1.9,8,20,1993,Riverside,house,excellent,no,yes,yes,yes,B,7.7,2.0,5.4,2072.0,Sep,90,632312
HP101677,106.3,3,2.8,1,5,1969,Business Bay,studio,fair,yes,no,no,yes,A,8.3,0.5,1.8,4884.0,May,68,661742
HP100874,91.8,2,2.0,21,32,1993,Riverside,house,excellent,no,yes,yes,no,,7.6,1.7,6.7,3293.0,Feb,12,663958
HP101551,120.1,3,2.9,18,26,1977,Business Bay,apartment,excellent,no,no,yes,yes,E,7.6,1.4,2.8,3936.0,Mar,46,460709
HP100498,91.4,3,1.6,14,16,2013,Old Town,apartment,fair,no,no,no,no,B,5.7,4.5,1.8,2521.0,Apr,79,480508
HP100597,105.4,2,1.5,20,20,1980,Industrial,apartment,fair,no,no,yes,yes,A,4.5,4.5,14.4,1338.0,Apr,67,374545
HP100294,94.8,3,3.0,18,21,2002,Green Hills,studio,excellent,no,yes,yes,yes,B,10.0,0.5,7.3,3663.0,Dec,20,731725
HP100878,55.1,1,1.0,12,13,1994,Industrial,townhouse,excellent,no,yes,no,yes,D,4.5,,12.4,1124.0,Jul,64,298806
HP100223,71.5,1,,20,25,1998,Market,apartment,good,no,yes,yes,yes,B,5.2,3.9,4.1,1494.0,Aug,90,354709
HP101483,61.0,3,2.4,5,17,1992,Suburb,apartment,good,yes,yes,yes,no,B,7.7,0.7,8.7,3109.0,Nov,30,488179
HP101241,118.5,3,3.6,23,35,1986,Old Town,studio,poor,no,yes,yes,yes,B,6.4,3.7,2.6,2767.0,Feb,61,538173
HP100636,98.8,1,1.0,10,24,1974,Riverside,house,fair,yes,yes,yes,no,B,7.6,2.7,6.7,2972.0,Oct,81,678874
HP100400,75.9,2,2.4,24,33,1965,Old Town,apartment,good,no,no,no,yes,D,5.1,3.6,4.5,2277.0,Jan,60,269110
HP101325,58.5,1,2.1,23,37,1977,Green Hills,apartment,good,no,yes,yes,yes,C,8.5,1.1,5.1,3919.0,Apr,70,465970
HP101293,83.5,1,1.2,14,25,2020,Old Town,studio,fair,no,yes,yes,yes,A,6.9,2.8,2.0,2469.0,Mar,51,451011
HP100828,69.2,2,1.8,22,30,1981,Green Hills,apartment,good,yes,yes,yes,yes,,9.5,0.5,5.3,4501.0,Oct,71,701364
HP100512,80.3,2,1.8,12,22,1979,Downtown,apartment,good,no,yes,no,yes,,7.6,3.0,1.3,4329.0,Mar,72,559900
HP101326,47.8,1,2.1,16,27,2012,Old Town,house,good,no,yes,yes,no,E,6.1,3.2,2.6,1476.0,Apr,73,353442
HP101372,80.2,3,2.1,17,29,2015,Business Bay,house,good,no,yes,yes,no,C,8.0,0.5,2.1,4300.0,Feb,44,713786
HP100696,105.7,3,2.0,8,21,2019,Riverside,house,fair,no,yes,yes,no,C,8.8,1.3,7.4,3596.0,Jan,39,681880
HP100023,62.8,2,2.2,8,15,1987,Green Hills,house,fair,no,yes,yes,yes,D,9.5,0.5,8.5,3662.0,Jun,35,617926
HP101530,120.7,3,2.5,1,15,1976,Old Town,studio,fair,no,yes,no,yes,B,4.6,6.5,1.7,2776.0,Oct,59,485131
HP100199,61.7,1,1.2,25,25,1966,Old Town,house,excellent,no,yes,yes,no,C,4.9,3.5,3.9,2242.0,May,58,362997
HP100305,136.7,3,2.5,24,33,2010,Business Bay,house,good,no,yes,no,yes,C,8.3,0.5,2.9,4717.0,Feb,62,800516
HP100245,114.3,5,3.6,21,31,1980,Green Hills,apartment,good,no,yes,no,no,D,9.2,2.3,8.6,3980.0,Sep,28,704040
HP101382,96.3,2,2.8,15,15,2019,University,house,excellent,no,yes,yes,no,D,6.2,4.4,4.8,2286.0,Jul,70,607527
HP100467,50.9,1,1.0,7,19,1976,Market,house,good,yes,yes,no,no,B,5.2,3.7,4.6,1894.0,Mar,38,354625
HP100020,122.3,4,2.7,21,35,2003,Airport,studio,good,no,yes,yes,yes,B,4.7,5.1,13.7,2244.0,Apr,81,538746
HP100377,57.3,3,1.4,24,32,1995,Business Bay,townhouse,good,yes,yes,yes,no,A,6.3,4.2,2.8,3598.0,Jul,87,613863
HP100803,260.0,6,4.5,21,27,2015,Industrial,townhouse,good,no,yes,no,yes,D,3.6,7.4,15.0,1712.0,Mar,95,857813
HP101170,52.6,1,1.0,2,4,2021,Business Bay,house,good,yes,no,yes,yes,C,7.5,4.9,3.9,4594.0,Apr,68,609792
HP100403,99.5,3,1.6,2,2,1970,Downtown,apartment,good,no,no,yes,yes,E,6.9,3.0,1.4,3434.0,Jul,58,564592
HP100225,64.2,2,2.3,25,25,2016,Market,apartment,fair,yes,no,yes,no,C,4.9,4.3,4.8,2247.0,Jul,50,414689
HP100668,84.7,0,1.0,9,16,2008,Old Town,house,new,no,yes,yes,yes,D,5.7,5.8,1.7,2324.0,Mar,36,539424
HPDUP003,148.8,4,3.3,18,23,2015,Downtown,studio,fair,yes,yes,yes,yes,C,7.8,1.3,0.2,3950.0,Apr,60,820646
HP100644,51.6,1,1.3,10,14,2021,Industrial,house,fair,no,yes,yes,no,D,3.6,5.5,14.9,1738.0,Jun,81,192230
HP100617,83.3,2,1.3,14,27,2001,Old Town,house,good,no,yes,yes,no,B,5.5,4.6,2.5,1749.0,Oct,63,481267
HP101655,82.7,3,3.1,18,31,2005,Business Bay,townhouse,good,no,yes,yes,no,D,7.8,2.4,2.8,4382.0,Mar,24,691027
HP101056,96.4,2,1.7,11,19,1986,Green Hills,house,excellent,no,yes,yes,no,C,10.0,0.5,6.8,3769.0,Jun,74,770763
HP101627,129.0,3,1.8,23,34,2000,Suburb,townhouse,fair,yes,yes,yes,yes,C,7.4,1.7,12.1,3231.0,May,43,682316
